Entry ID,Comments,ID submitter user,Locality,Region,Subregion,Agriculture,Site ,Site description,Context ID,Context description,Altitude,Latitute,Longitude,Exact Site location,Radius,Individual ID,Burial type,Taxon,Taxon common name,Sex,Age category individual,Min. age individual,Max. age individual,Sample type,Min age (95%),Max age (95%),Dating method,14C,14C unc,Period_tags,Period_2,d13C,d13C_err,d15N,d15N_err,Collagen yield,,%C,%N,C/N,Reference,Link,DOI,Publication date
120,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 391,Lower shell layer,4,34.6815,137.2809,,,391,,Homo sapiens,Human,M,Middle adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-19.3,0.5,7.5,0.5,,,42.4,15,3.3,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
121,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 396,Lower shell layer,4,34.6815,137.2809,,,396,Flexed burial,Homo sapiens,Human,M,Young adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-16.7,0.5,10,0.5,,,42.2,15,3.3,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
122,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 399,Lower shell layer,4,34.6815,137.2809,,,399,Flexed burial,Homo sapiens,Human,F,Middle adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-13.9,0.5,12.6,0.5,,,44.5,15.8,3.3,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
123,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 400,Lower shell layer,4,34.6815,137.2809,,,400,Flexed burial,Homo sapiens,Human,F,Adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-19.3,0.5,6.5,0.5,,,42.2,14.9,3.3,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
124,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 403,Lower shell layer,4,34.6815,137.2809,,,403,Flexed burial,Homo sapiens,Human,M,Young adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-15.9,0.5,11,0.5,,,42.4,15,3.3,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
125,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 406,Lower shell layer,4,34.6815,137.2809,,,406,Flexed burial,Homo sapiens,Human,F,Middle adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-17.3,0.5,9.8,0.5,,,42.9,15.4,3.3,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
126,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 407,Lower shell layer,4,34.6815,137.2809,,,407,,Homo sapiens,Human,F,Young adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-18.2,0.5,8.5,0.5,,,42.9,15.3,3.3,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
127,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 408,Lower shell layer,4,34.6815,137.2809,,,408,Flexed burial,Homo sapiens,Human,F,Adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-18.2,0.5,8.9,0.5,,,44.2,15.3,3.4,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
128,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 410,Lower shell layer,4,34.6815,137.2809,,,410,Flexed burial,Homo sapiens,Human,M,Middle adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-16.8,0.5,10.4,0.5,,,43.1,15.5,3.2,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
129,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 412,Lower shell layer,4,34.6815,137.2809,,,412,Flexed burial,Homo sapiens,Human,F,?,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-18.9,0.5,8.2,0.5,,,41.6,15.2,3.2,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
131,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 418,Lower shell layer,4,34.6815,137.2809,,,418,Flexed burial,Homo sapiens,Human,M,Middle adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-18.1,0.5,8.8,0.5,,,43.4,15.5,3.3,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
132,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 419,Lower shell layer,4,34.6815,137.2809,,,419,Flexed burial,Homo sapiens,Human,M,Young adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-15.5,0.5,12,0.5,,,42.8,14.3,3.5,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
133,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 420,Lower shell layer,4,34.6815,137.2809,,,420,Extended burial,Homo sapiens,Human,F,Middle adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-15.8,0.5,12.1,0.5,,,44,15.2,3.4,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
134,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 422,Lower shell layer,4,34.6815,137.2809,,,422,Extended burial,Homo sapiens,Human,F,Adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-15.9,0.5,11.7,0.5,,,45.2,16.3,3.2,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
135,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 424(1),Lower shell layer,4,34.6815,137.2809,,,424(1),Extended burial,Homo sapiens,Human,M,Young adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-17.8,0.5,10.4,0.5,,,44,14.9,3.5,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
136,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 429,Lower shell layer,4,34.6815,137.2809,,,429,,Homo sapiens,Human,?,Adolescent,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-15.7,0.5,12,0.5,,,43.5,15.5,3.3,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
137,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 434,Lower shell layer,4,34.6815,137.2809,,,434,Extended burial,Homo sapiens,Human,F,Young adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-16.6,0.5,10.9,0.5,,,43,15.2,3.3,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
138,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 435,Lower shell layer,4,34.6815,137.2809,,,435,Extended burial,Homo sapiens,Human,M,Young adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-19.6,0.5,7.1,0.5,,,42.9,15,3.3,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
139,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 436,Lower shell layer,4,34.6815,137.2809,,,436,Extended burial,Homo sapiens,Human,M,Young adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-19.4,0.5,7.3,0.5,,,42.4,14.7,3.4,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
140,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 439,Lower shell layer,4,34.6815,137.2809,,,439,Extended burial,Homo sapiens,Human,F,Adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-17.2,0.5,9.7,0.5,,,43,15.1,3.3,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
141,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 440,Lower shell layer,4,34.6815,137.2809,,,440,Extended burial,Homo sapiens,Human,M,Adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-17.9,0.5,10.3,0.5,,,42,15,3.3,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
142,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 441,Lower shell layer,4,34.6815,137.2809,,,441,Extended burial,Homo sapiens,Human,F,Middle adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-16.9,0.5,11.5,0.5,,,42.3,15.1,3.3,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
143,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 442,Lower shell layer,4,34.6815,137.2809,,,442,Extended burial,Homo sapiens,Human,?,Adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-15.9,0.5,11.7,0.5,,,42.4,14.9,3.3,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
144,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 443,Lower shell layer,4,34.6815,137.2809,,,443,Extended burial,Homo sapiens,Human,M,Middle adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-16.4,0.5,14.1,0.5,,,42.4,14.6,3.4,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
146,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 456,Lower shell layer,4,34.6815,137.2809,,,456,Extended burial,Homo sapiens,Human,M,Young adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-16.9,0.5,11.2,0.5,,,45.7,16.3,3.3,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
147,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 459,Lower shell layer,4,34.6815,137.2809,,,459,,Homo sapiens,Human,M,Young adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-17,0.5,10.9,0.5,,,43.1,14.9,3.4,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
148,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 460,Lower shell layer,4,34.6815,137.2809,,,460,,Homo sapiens,Human,F,Young adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-18.1,0.5,9.1,0.5,,,43.4,14.4,3.5,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
149,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 461,Lower shell layer,4,34.6815,137.2809,,,461,,Homo sapiens,Human,M,Middle adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-15.1,0.5,12.7,0.5,,,42.9,15.3,3.3,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
150,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 464,Lower shell layer,4,34.6815,137.2809,,,464,,Homo sapiens,Human,F,Adolescent,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-18,0.5,9.4,0.5,,,43,15.8,3.2,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
151,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 466,Lower shell layer,4,34.6815,137.2809,,,466,,Homo sapiens,Human,F,Young adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-17.8,0.5,9.6,0.5,,,43,15.1,3.3,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
152,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 481,Lower shell layer,4,34.6815,137.2809,,,481,,Homo sapiens,Human,M,Middle adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-16.6,0.5,11.6,0.5,,,42.7,15,3.3,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
153,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 482,Lower shell layer,4,34.6815,137.2809,,,482,,Homo sapiens,Human,M,Middle adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-15.9,0.5,12.1,0.5,,,42.1,14.9,3.3,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
154,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 485,Lower shell layer,4,34.6815,137.2809,,,485,,Homo sapiens,Human,F,Middle adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-15.1,0.5,12.8,0.5,,,42.8,15.2,3.3,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
155,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 486,Lower shell layer,4,34.6815,137.2809,,,486,,Homo sapiens,Human,F,Adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-16.6,0.5,11,0.5,,,41.6,14.3,3.4,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
156,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 488,Lower shell layer,4,34.6815,137.2809,,,488,,Homo sapiens,Human,F,Middle adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-16.1,0.5,11,0.5,,,43.8,14.8,3.5,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
157,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 490,Lower shell layer,4,34.6815,137.2809,,,490,,Homo sapiens,Human,F,Middle adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-18.2,0.5,9.3,0.5,,,41.9,14.9,3.3,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
158,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 491,Lower shell layer,4,34.6815,137.2809,,,491,,Homo sapiens,Human,M,Middle adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-15.5,0.5,12.5,0.5,,,42.6,15.3,3.3,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
159,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 492,Lower shell layer,4,34.6815,137.2809,,,492,,Homo sapiens,Human,M,Middle adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-16.6,0.5,11,0.5,,,44.8,15.8,3.3,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
160,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 493,Lower shell layer,4,34.6815,137.2809,,,493,,Homo sapiens,Human,M,Adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-15.8,0.5,12.3,0.5,,,42.2,14.9,3.3,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
161,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 495,Lower shell layer,4,34.6815,137.2809,,,495,,Homo sapiens,Human,F,Young adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-16.9,0.5,10.8,0.5,,,42,14.5,3.4,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
